id,foss_id,tutorial,level_id,order,user_id,created,updated
304,17,Basics of working with objects,1,4,7,2014-07-27 13:14:53,2017-03-06 10:17:22
305,17,Fill objects with color,1,5,7,2014-07-27 13:14:53,2017-03-06 10:14:16
306,17,Insert text in drawings,1,6,7,2014-07-27 13:14:53,2017-03-06 10:14:00
307,17,Common editing and print functions,1,7,7,2014-07-27 13:14:53,2017-03-06 10:13:53
308,12,Getting Started with Ktouch,1,1,1,2014-07-27 13:14:53,2014-07-27 13:14:53
309,12,Configuring Settings,1,2,1,2014-07-27 13:14:53,2014-07-27 13:14:53
310,15,Create reports,1,11,1,2014-07-27 13:14:53,2014-07-27 13:14:53
311,9,Drawing Schematic using GSchem,1,1,1,2014-07-27 13:14:54,2014-07-27 13:14:54
312,12,Customizing Ktouch,1,3,1,2014-07-27 13:14:54,2014-07-27 13:14:54
313,4,Popups,2,6,1,2014-07-27 13:14:54,2014-07-27 13:14:54
314,4,Themes Popup blocking,2,7,1,2014-07-27 13:14:54,2014-07-27 13:14:54
315,4,Bookmarks,2,8,1,2014-07-27 13:14:54,2014-07-27 13:14:54
316,4,Extensions,3,9,1,2014-07-27 13:14:54,2014-07-27 13:14:54
317,4,Add ons,3,10,1,2014-07-27 13:14:54,2014-07-27 13:14:54
318,6,Orthographic Projection of a Regular Hexagon,1,2,1,2014-07-27 13:14:54,2014-07-27 13:14:54
319,34,Introduction to Thunderbird,1,1,1,2014-07-27 13:14:56,2014-07-27 13:14:56
320,34,How to Use Thunderbird,1,2,1,2014-07-27 13:14:56,2014-07-27 13:14:56
321,34,Address Book,1,3,1,2014-07-27 13:14:56,2014-07-27 13:14:56
322,34,Account settings and configuring,1,4,1,2014-07-27 13:14:56,2014-07-27 13:14:56
323,22,Netbeans Debugger,1,5,1,2014-07-27 13:14:56,2014-07-27 13:14:56
324,16,Using Charts and Graphs,2,1,7,2014-07-27 13:14:56,2017-03-06 10:03:40
325,16,Images and Graphics,2,2,7,2014-07-27 13:14:56,2017-03-06 10:03:47
326,16,Advanced Formatting and Protection,2,3,7,2014-07-27 13:14:57,2017-03-06 10:04:02
327,16,Formulas and Functions,2,4,7,2014-07-27 13:14:57,2017-03-06 10:04:09
328,16,Linking Calc Data,2,5,7,2014-07-27 13:14:57,2017-03-06 10:04:17
329,18,Slide Master Slide Design,2,1,7,2014-07-27 13:14:57,2017-03-06 10:06:02
330,18,Custom Animation,2,2,7,2014-07-27 13:14:57,2017-03-06 10:06:10
331,18,Slide Creation,2,3,7,2014-07-27 13:14:57,2017-03-06 10:06:19
332,18,Presentation Notes,3,1,7,2014-07-27 13:14:57,2017-03-06 10:06:36
333,10,Primitive type conversions,1,11,1,2014-07-27 13:14:57,2014-07-27 13:14:57
334,10,User Input,1,32,1,2014-07-27 13:14:58,2014-07-27 13:14:58
335,10,Logical Operations,1,13,1,2014-07-27 13:14:58,2014-07-27 13:14:58
336,10,Relational Operations,1,12,1,2014-07-27 13:14:58,2014-07-27 13:14:58
337,10,while loop,1,17,1,2014-07-27 13:14:58,2014-07-27 13:14:58
338,2,Registration of an account for online train ticket booking,1,1,1,2014-07-27 13:14:58,2014-07-27 13:14:58
339,2,How to buy the train ticket,1,2,1,2014-07-27 13:14:58,2014-07-27 13:14:58
340,2,How to manage the train ticket,1,3,1,2014-07-27 13:14:58,2014-07-27 13:14:58
341,36,What is Spoken Tutorial 12min,1,1,1,2014-07-27 13:14:59,2014-07-27 13:14:59
342,36,What is Spoken Tutorial 2min,1,2,1,2014-07-27 13:14:59,2014-07-27 13:14:59
343,22,Adding a File Chooser,1,7,1,2014-07-27 13:14:59,2014-07-27 13:14:59
344,22,Connecting to a MySQL Database,2,8,1,2014-07-27 13:14:59,2014-07-27 13:14:59
345,26,Manipulating lists,2,24,1,2014-07-27 13:14:59,2014-07-27 13:14:59
346,26,Dictionaries,2,27,1,2014-07-27 13:14:59,2014-07-27 13:14:59
347,39,Access Modifiers in PERL,2,1,1,2014-07-27 13:14:59,2014-07-27 13:14:59
348,38,Hello Ruby,1,1,1,2014-07-27 13:14:59,2014-07-27 13:14:59
349,38,Variables in Ruby,1,2,1,2014-07-27 13:15:00,2014-07-27 13:15:00
350,38,Ruby Methods,1,3,1,2014-07-27 13:15:00,2014-07-27 13:15:00
351,38,Control Statements,1,6,1,2014-07-27 13:15:00,2014-07-27 13:15:00
352,38,Arithmetic and Relational Operators,1,4,1,2014-07-27 13:15:00,2014-07-27 13:15:00
353,38,Logical and other Operators,1,5,1,2014-07-27 13:15:00,2014-07-27 13:15:00
354,10,if else,1,14,1,2014-07-27 13:15:00,2014-07-27 13:15:00
355,10,Nested if,1,15,1,2014-07-27 13:15:01,2014-07-27 13:15:01
356,10,Switch Case,1,16,1,2014-07-27 13:15:01,2014-07-27 13:15:01
357,10,For Loop,1,18,1,2014-07-27 13:15:01,2014-07-27 13:15:01
358,10,Introduction to Array,1,20,1,2014-07-27 13:15:01,2014-07-27 13:15:01
359,10,Array Operations,1,21,1,2014-07-27 13:15:01,2014-07-27 13:15:01
360,13,Programming Concepts,2,4,1,2014-07-27 13:15:02,2014-07-27 13:15:02
361,13,Control Execution,2,5,1,2014-07-27 13:15:03,2014-07-27 13:15:03
362,13,Question Glues,2,6,1,2014-07-27 13:15:03,2014-07-27 13:15:03
363,40,First time with Orca,1,1,1,2014-07-27 13:15:03,2014-07-27 13:15:03
364,40,Adjusting speech through preferences dialog,1,2,1,2014-07-27 13:15:04,2014-07-27 13:15:04
365,40,Customizing the Orca Key Echo,1,3,1,2014-07-27 13:15:04,2014-07-27 13:15:04
366,40,Interacting with popups and menus,1,4,1,2014-07-27 13:15:04,2014-07-27 13:15:04
367,40,Cut Copy and Paste using Orca,1,5,1,2014-07-27 13:15:04,2014-07-27 13:15:04
368,40,Advanced Settings,1,6,1,2014-07-27 13:15:04,2014-07-27 13:15:04
369,40,Taking Notes through Tomboy,1,7,1,2014-07-27 13:15:04,2014-07-27 13:15:04
370,40,Word processor basics,1,8,1,2014-07-27 13:15:04,2014-07-27 13:15:04
371,40,Spreadsheet basics,1,9,1,2014-07-27 13:15:04,2014-07-27 13:15:04
372,40,Internet basics,1,10,1,2014-07-27 13:15:04,2014-07-27 13:15:04
373,40,Structural Navigation,1,11,1,2014-07-27 13:15:05,2014-07-27 13:15:05
374,40,Configuring Orca on other distros,1,12,1,2014-07-27 13:15:06,2014-07-27 13:15:06
375,13,Common Errors in KTurtle,2,7,1,2014-07-27 13:15:07,2014-07-27 13:15:07
376,10,do while,1,19,1,2014-07-27 13:15:08,2014-07-27 13:15:08
377,2,First Aid on Snake Bite,1,4,1,2014-07-27 13:15:08,2014-07-27 13:15:08
378,24,2D Laminar Flow in a channel,1,6,1,2014-07-27 13:15:08,2014-07-27 13:15:08
379,24,Turbulent Flow in a Lid driven Cavity,2,1,1,2014-07-27 13:15:08,2014-07-27 13:15:08
380,40,Desktop Navigation,1,13,1,2014-07-27 13:15:09,2014-07-27 13:15:09
381,29,Xcos Introduction,1,15,7,2014-07-27 13:15:09,2019-04-14 05:36:23
382,2,First Aid on Fever,1,5,1,2014-07-27 13:15:09,2014-07-27 13:15:09
383,39,Overview and Installation of PERL,1,1,1,2014-07-27 13:15:09,2014-07-27 13:15:09
384,39,Variables in Perl,1,2,1,2014-07-27 13:15:09,2014-07-27 13:15:09
385,39,Comments in Perl,1,3,1,2014-07-27 13:15:09,2014-07-27 13:15:09
386,41,Welcome to GNUKhata,1,1,1,2014-07-27 13:15:10,2014-07-27 13:15:10
387,24,Flow over a flat plate,2,2,1,2014-07-27 13:15:10,2014-07-27 13:15:10
388,24,Simulating Hagen Poiseuille flow,2,3,1,2014-07-27 13:15:10,2014-07-27 13:15:10
389,39,for for each loops,1,4,1,2014-07-27 13:15:10,2014-07-27 13:15:10
390,39,while do while loops,1,5,1,2014-07-27 13:15:10,2014-07-27 13:15:10
391,39,Conditional statements,1,6,1,2014-07-27 13:15:11,2014-07-27 13:15:11
392,39,More Conditional statements,1,7,1,2014-07-27 13:15:11,2014-07-27 13:15:11
393,41,Account Management,1,3,1,2014-07-27 13:15:11,2014-07-27 13:15:11
394,29,File handling,3,1,1,2014-07-27 13:15:11,2014-07-27 13:15:11
395,29,User Defined Input and Output,3,2,1,2014-07-27 13:15:11,2014-07-27 13:15:11
396,29,Integration,3,3,1,2014-07-27 13:15:11,2014-07-27 13:15:11
397,29,Solving Non linear Equations,3,4,1,2014-07-27 13:15:11,2014-07-27 13:15:11
398,29,Linear equations Gaussian Methods,3,5,1,2014-07-27 13:15:12,2014-07-27 13:15:12
399,29,Linear equations Iterative Methods,3,6,1,2014-07-27 13:15:12,2014-07-27 13:15:12
400,29,Interpolation,3,7,1,2014-07-27 13:15:12,2014-07-27 13:15:12
401,29,ODE Euler methods,3,8,1,2014-07-27 13:15:12,2014-07-27 13:15:12
402,29,ODE Applications,3,9,1,2014-07-27 13:15:12,2014-07-27 13:15:12
403,29,Optimization Using Karmarkar Function,3,10,4571,2014-07-27 13:15:12,2014-10-09 05:37:02
404,29,Optimization of Non linear Functions,3,11,1,2014-07-27 13:15:12,2014-07-27 13:15:12
405,29,Digital Signal Processing,3,12,1,2014-07-27 13:15:12,2014-07-27 13:15:12
406,29,Windowing Techniques,3,13,1,2014-07-27 13:15:13,2014-07-27 13:15:13
407,29,Window Based FIR Filter,3,14,1,2014-07-27 13:15:13,2014-07-27 13:15:13
408,29,IIR Digital Filter,3,15,1,2014-07-27 13:15:13,2014-07-27 13:15:13
409,29,Applying Digital Filter,3,16,1,2014-07-27 13:15:13,2014-07-27 13:15:13
410,29,Control systems,3,17,1,2014-07-27 13:15:13,2014-07-27 13:15:13
411,29,Discrete systems,3,18,1,2014-07-27 13:15:13,2014-07-27 13:15:13
412,29,Calling User Defined Functions in XCOS,3,19,1,2014-07-27 13:15:13,2014-07-27 13:15:13
413,23,DC Sweep Analysis,1,2,1,2014-07-27 13:15:13,2014-07-27 13:15:13
414,42,Introduction to GChemPaint,1,2,7,2014-07-27 13:15:13,2014-10-28 10:34:19
415,42,Basic operations,1,3,7,2014-07-27 13:15:13,2014-10-28 10:34:28
416,42,View Print and Export structures,1,4,7,2014-07-27 13:15:14,2014-10-28 10:34:36
417,42,Edit Preferences Templates and Residues,1,5,7,2014-07-27 13:15:14,2014-10-28 10:34:46
418,42,Formation of molecules,1,6,7,2014-07-27 13:15:14,2014-10-28 10:34:55
419,42,Editing molecules,1,8,7,2014-07-27 13:15:14,2014-10-28 11:24:12
420,42,Aromatic Molecular Structures,2,1,1,2014-07-27 13:15:14,2014-07-27 13:15:14
421,42,Analysis of compounds,2,3,1,2014-07-27 13:15:15,2014-07-27 13:15:15
422,38,for and each Looping Statements,2,7,7,2014-07-27 13:15:15,2014-12-16 06:25:14
423,38,while and until Looping Statements,2,8,7,2014-07-27 13:15:15,2014-12-16 06:25:28
424,2,Introduction to PAN Card,1,8,1,2014-07-27 13:15:15,2014-07-27 13:15:15
425,2,First aid measures for ChickenPox,1,6,1,2014-07-27 13:15:15,2014-07-27 13:15:15
426,2,Oral Dental Hygiene and Care,1,7,1,2014-07-27 13:15:15,2014-07-27 13:15:15
427,41,Contra Transactions,1,4,1,2014-07-27 13:15:17,2014-07-27 13:15:17
428,43,First C Program,1,1,1,2014-07-27 13:15:17,2014-07-27 13:15:17
429,43,First Cpp Program,1,2,1,2014-07-27 13:15:17,2014-07-27 13:15:17
430,43,Tokens,1,3,1,2014-07-27 13:15:17,2014-07-27 13:15:17
431,43,Functions,1,4,1,2014-07-27 13:15:17,2014-07-27 13:15:17
432,43,Scope Of Variables,1,5,1,2014-07-27 13:15:17,2014-07-27 13:15:17
433,43,If And Else If statement,1,6,1,2014-07-27 13:15:18,2014-07-27 13:15:18
434,43,Nested If And Switch Statement,1,7,1,2014-07-27 13:15:18,2014-07-27 13:15:18
435,43,Increment And Decrement Operators,1,8,1,2014-07-27 13:15:18,2014-07-27 13:15:18
436,43,Arithmetic Operators,1,9,1,2014-07-27 13:15:18,2014-07-27 13:15:18
437,43,Relational Operators,1,10,1,2014-07-27 13:15:18,2014-07-27 13:15:18
438,43,Logical Operators,1,11,1,2014-07-27 13:15:18,2014-07-27 13:15:18
439,43,Loops,2,1,1,2014-07-27 13:15:19,2014-07-27 13:15:19
440,43,Arrays,2,2,1,2014-07-27 13:15:19,2014-07-27 13:15:19
441,43,Working With 2D Arrays,2,3,1,2014-07-27 13:15:19,2014-07-27 13:15:19
442,43,Strings,2,4,1,2014-07-27 13:15:19,2014-07-27 13:15:19
443,43,String Library Functions,2,5,1,2014-07-27 13:15:19,2014-07-27 13:15:19
444,43,Working With Structures,3,1,1,2014-07-27 13:15:19,2014-07-27 13:15:19
445,43,Understanding Pointers,3,2,1,2014-07-27 13:15:19,2014-07-27 13:15:19
446,43,Function Call,3,3,1,2014-07-27 13:15:19,2014-07-27 13:15:19
447,43,File Handling In C,3,4,1,2014-07-27 13:15:20,2014-07-27 13:15:20
448,44,Classes And Objects,1,1,1,2014-07-27 13:15:20,2014-07-27 13:15:20
449,44,Constructor And Destructor,1,2,1,2014-07-27 13:15:20,2014-07-27 13:15:20
450,44,Static Members,1,3,1,2014-07-27 13:15:20,2014-07-27 13:15:20
451,44,Inheritance,1,4,1,2014-07-27 13:15:20,2014-07-27 13:15:20
452,44,More On Inheritance,1,5,1,2014-07-27 13:15:20,2014-07-27 13:15:20
453,44,Function Overloading And Overriding,1,6,1,2014-07-27 13:15:20,2014-07-27 13:15:20
454,44,Polymorphism,1,7,1,2014-07-27 13:15:21,2014-07-27 13:15:21
455,44,Abstract Class,1,8,1,2014-07-27 13:15:21,2014-07-27 13:15:21
456,44,Friend Function,1,9,1,2014-07-27 13:15:21,2014-07-27 13:15:21
457,44,Exception Handling,1,10,1,2014-07-27 13:15:21,2014-07-27 13:15:21
458,5,Exporting GeoGebra Files,2,12,1,2014-07-27 13:15:21,2014-07-27 13:15:21
459,45,Overview of CellDesigner,1,1,1,2014-07-27 13:15:21,2014-07-27 13:15:21
460,45,Installation of CellDesigner,1,2,1,2014-07-27 13:15:21,2014-07-27 13:15:21
461,45,Getting Started with CellDesigner,1,3,1,2014-07-27 13:15:21,2014-07-27 13:15:21
462,76,Printer Connection,1,3,7,2014-07-27 13:15:22,2015-09-08 10:30:35
463,2,How to apply for a PAN Card,1,9,1,2014-07-27 13:15:22,2014-07-27 13:15:22
464,42,Formation of Bonds,1,7,7,2014-07-27 13:15:22,2014-10-28 11:24:22
465,41,Create Account in GNUKhata,1,2,1,2014-07-27 13:15:22,2014-07-27 13:15:22
466,41,Journal transaction,1,5,1,2014-07-27 13:15:22,2014-07-27 13:15:22
467,24,Downloading and installing Salome,2,4,1,2014-07-27 13:15:22,2014-07-27 13:15:22
468,24,Creating and meshing a curved pipe geometry in Salome for OpenFOAM,2,5,1,2014-07-27 13:15:22,2014-07-27 13:15:22
469,24,Exporting geometry from Salome to OpenFOAM,2,6,1,2014-07-27 13:15:23,2014-07-27 13:15:23
470,21,The grep command,2,1,1,2014-07-27 13:15:23,2014-07-27 13:15:23
471,21,More on grep command,2,2,1,2014-07-27 13:15:23,2014-07-27 13:15:23
472,21,The sed command,2,3,1,2014-07-27 13:15:23,2014-07-27 13:15:23
473,21,More on sed command,2,4,1,2014-07-27 13:15:23,2014-07-27 13:15:23
474,102,Basics of awk,1,2,7,2014-07-27 13:15:24,2018-05-22 12:45:15
475,46,Overview of Library Management System,1,1,1,2014-07-27 13:15:24,2014-07-27 13:15:24
476,46,Creating a Java web project,1,2,1,2014-07-27 13:15:24,2014-07-27 13:15:24
477,46,Java servlets and JSPs,1,3,1,2014-07-27 13:15:24,2014-07-27 13:15:24
478,48,Introduction to BASH Shell Scripting,1,1,1,2014-07-27 13:15:24,2014-07-27 13:15:24
479,48,Basics of Shell Scripting,1,2,1,2014-07-27 13:15:25,2014-07-27 13:15:25
480,48,Command Line arguments and Quoting,1,3,1,2014-07-27 13:15:25,2014-07-27 13:15:25
481,48,Globbing and Export statement,1,4,1,2014-07-27 13:15:25,2014-07-27 13:15:25
482,48,Array Operations in BASH,1,5,1,2014-07-27 13:15:26,2014-07-27 13:15:26
483,48,More on Arrays,1,6,1,2014-07-27 13:15:26,2014-07-27 13:15:26
484,48,Conditional execution,1,7,1,2014-07-27 13:15:26,2014-07-27 13:15:26
485,48,Nested and multilevel if elsif statements,1,8,1,2014-07-27 13:15:27,2014-07-27 13:15:27
486,46,Servlet Methods,1,4,1,2014-07-27 13:15:27,2014-07-27 13:15:27
487,39,Data Structures,1,8,1,2014-07-27 13:15:27,2014-07-27 13:15:27
488,39,Arrays,1,9,1,2014-07-27 13:15:27,2014-07-27 13:15:27
489,39,Array functions,1,10,1,2014-07-27 13:15:27,2014-07-27 13:15:27
490,39,Hash in Perl,1,11,1,2014-07-27 13:15:27,2014-07-27 13:15:27
491,39,Functions in Perl,1,12,1,2014-07-27 13:15:28,2014-07-27 13:15:28
492,39,Blocks in Perl,1,13,1,2014-07-27 13:15:28,2014-07-27 13:15:28
493,46,Database and validation,1,5,1,2014-07-27 13:15:28,2014-07-27 13:15:28
494,46,Creating and viewing inventories,1,6,1,2014-07-27 13:15:28,2014-07-27 13:15:28
495,46,Issuing and Returning a book,1,7,1,2014-07-27 13:15:28,2014-07-27 13:15:28
496,76,Getting to know computers,1,1,7,2014-07-27 13:15:28,2015-09-08 10:28:59
497,41,Editing and Cloning Transaction,1,6,1,2014-07-27 13:15:28,2014-07-27 13:15:28
498,41,Sales and Purchases,1,7,1,2014-07-27 13:15:28,2014-07-27 13:15:28
499,41,Viewing Reports,1,8,1,2014-07-27 13:15:29,2014-07-27 13:15:29
500,41,Bank Reconciliation,1,9,1,2014-07-27 13:15:29,2014-07-27 13:15:29
501,50,Introduction to basics of R,1,6,7,2014-07-27 13:15:29,2019-09-13 12:09:40
502,48,Logical Operators,1,9,1,2014-07-27 13:15:29,2014-07-27 13:15:29
503,48,Arithmetic Comparison,1,10,1,2014-07-27 13:15:29,2014-07-27 13:15:29
504,48,String and File attributes,1,11,1,2014-07-27 13:15:30,2014-07-27 13:15:30
505,48,Conditional Loops,1,12,1,2014-07-27 13:15:30,2014-07-27 13:15:30
506,50,Introduction to RStudio,1,8,7,2014-07-27 13:15:30,2019-09-13 12:09:24
507,50,Introduction to Data Frames in R,1,7,7,2014-07-27 13:15:30,2019-09-13 12:09:33
511,51,Overview of Aakash Business Tool,1,1,1,2014-07-27 13:15:30,2014-07-27 13:15:30
512,51,Maintaining Organizations,1,4,7,2014-07-27 13:15:30,2014-08-11 05:02:37
513,51,Account Management,1,6,7,2014-07-27 13:15:31,2014-08-11 05:02:23
514,51,Create Transaction,1,7,7,2014-07-27 13:15:31,2014-08-11 05:02:15
515,51,Transaction Management,1,8,7,2014-07-27 13:15:31,2014-08-11 05:02:05
516,51,Viewing Reports,1,9,7,2014-07-27 13:15:31,2014-08-11 05:01:58
517,51,Bank Reconciliation,1,10,7,2014-07-27 13:15:31,2014-08-11 05:01:49
518,51,Set Preferences,1,11,7,2014-07-27 13:15:31,2014-08-11 05:01:40
519,14,LaTeX on Windows using TeXworks,1,1,1,2014-07-27 13:15:31,2014-07-27 13:15:31
520,52,Introduction to Jmol Application,1,2,1,2014-07-27 13:15:31,2014-07-27 13:15:31
521,49,Introduction to Oscad,1,2,1,2014-07-27 13:15:32,2014-07-27 13:15:32
522,49,Overview of Oscad,1,1,1,2014-07-27 13:15:32,2014-07-27 13:15:32
523,2,Model Village Hiware Bazar,1,10,7,2014-07-27 13:15:32,2017-08-28 07:43:57
524,2,Newborn Child Care,1,12,7,2014-07-27 13:15:32,2017-08-28 07:44:17
525,2,Pre Natal Health Care,1,11,7,2014-07-27 13:15:33,2017-08-28 07:44:09
526,51,User Authentication and Role,1,5,7,2014-07-27 13:15:33,2014-08-11 05:02:30
527,52,Create and edit molecular models,1,3,1,2014-07-27 13:15:33,2014-07-27 13:15:33
528,48,More on Loops,1,13,1,2014-07-27 13:15:33,2014-07-27 13:15:33
529,48,Case statement,1,14,1,2014-07-27 13:15:34,2014-07-27 13:15:34
530,42,Orbital Overlap,2,2,1,2014-07-27 13:15:34,2014-07-27 13:15:34
531,52,Modify Display and View,1,4,1,2014-07-27 13:15:34,2014-07-27 13:15:34
532,49,Schematic Creation and Simulation,1,3,1,2014-07-27 13:15:34,2014-07-27 13:15:34
534,47,Overview of ASCEND,1,1,1,2014-07-27 13:15:34,2014-07-27 13:15:34
535,47,Installation of ASCEND,1,2,1,2014-07-27 13:15:35,2014-07-27 13:15:35
536,47,Writing basic model,1,3,1,2014-07-27 13:15:35,2014-07-27 13:15:35
537,47,Solving Cubic EOS,1,4,1,2014-07-27 13:15:35,2014-07-27 13:15:35
538,47,Simulating flowsheet,1,5,1,2014-07-27 13:15:36,2014-07-27 13:15:36
539,47,Iterative calculations and Plotting Graphs,1,6,1,2014-07-27 13:15:36,2014-07-27 13:15:36
540,52,Measurements and Labeling,1,5,1,2014-07-27 13:15:36,2014-07-27 13:15:36
541,49,Designing Printed Circuit Board,1,4,1,2014-07-27 13:15:37,2014-07-27 13:15:37
542,48,Basics of functions,2,15,1,2014-07-27 13:15:37,2014-07-27 13:15:37
543,38,Object Oriented Concept in Ruby,2,9,7,2014-07-27 13:15:37,2014-12-16 06:25:39
544,10,Subclassing and Method Overriding,2,1,7,2014-07-27 13:15:37,2015-12-22 05:01:08
545,52,Script Console and Script Commands,2,1,7,2014-07-27 13:15:37,2014-12-16 07:36:40
546,48,More on functions,2,16,1,2014-07-27 13:15:37,2014-07-27 13:15:37
547,42,Features of GChem3D,2,4,7,2014-07-27 13:15:37,2014-10-28 11:24:41
548,42,Resonance Structures,2,6,7,2014-07-27 13:15:38,2014-10-28 11:25:40
549,42,Features and Color Schemes,2,5,7,2014-07-27 13:15:38,2014-10-28 11:25:25
550,42,Charts in GChemTable,2,7,7,2014-07-27 13:15:38,2014-10-28 11:25:48
551,17,Polygons and Curves,2,1,7,2014-07-27 13:15:38,2017-03-06 10:12:39
552,17,Edit Curves and Polygons,2,2,7,2014-07-27 13:15:38,2017-03-06 10:12:46
553,17,Flow Charts Connectors Glue Points,2,3,7,2014-07-27 13:15:38,2017-03-06 10:12:56
554,17,Working with Objects,2,4,7,2014-07-27 13:15:39,2017-03-06 10:13:06
555,17,Import and Export Images,2,5,7,2014-07-27 13:15:39,2017-03-06 10:13:14
556,17,Basics of Layers Password Encryption PDF,2,6,7,2014-07-27 13:15:39,2017-03-06 10:13:25
557,17,Working with 3D objects,3,1,7,2014-07-27 13:15:39,2017-03-06 10:13:35
558,17,Set Draw preferences,3,2,7,2014-07-27 13:15:39,2017-03-06 10:13:42
559,48,Arrays and functions,2,17,1,2014-07-27 13:15:39,2014-07-27 13:15:39
560,52,Surfaces and Orbitals,2,2,7,2014-07-27 13:15:39,2014-12-16 07:36:53
561,27,Strings,2,11,1,2014-07-27 13:15:40,2014-07-27 13:15:40
562,54,Create and edit shapes,1,2,1,2014-07-27 13:15:40,2014-07-27 13:15:40
563,52,Structures from Database,2,3,7,2014-07-27 13:15:40,2014-12-16 07:37:04
564,54,Fill color and stroke,1,3,1,2014-07-27 13:15:41,2014-07-27 13:15:41
565,10,Calling methods of the superclass,2,2,7,2014-07-27 13:15:41,2015-12-22 05:01:22
566,10,Using final keyword,2,3,7,2014-07-27 13:15:42,2015-12-22 05:01:33
567,48,Advance topics in a function,2,18,1,2014-07-27 13:15:42,2014-07-27 13:15:42
568,48,Recursive function,2,19,1,2014-07-27 13:15:42,2014-07-27 13:15:42
569,45,Customizing Diagram Layout,2,2,7,2014-07-27 13:15:42,2016-05-03 02:43:01
570,48,Basics of Redirection (error handling),2,20,1,2014-07-27 13:15:42,2014-07-27 13:15:42
571,31,Introduction to Single Board Heater System,1,1,7,2014-07-27 13:15:42,2014-09-05 08:41:32
572,54,Create and edit multiple objects,1,4,1,2014-07-27 13:15:42,2014-07-27 13:15:42
573,52,Proteins and Macromolecules,3,1,7,2014-07-27 13:15:43,2014-12-16 07:36:05
574,24,Introduction to SnappyHexMesh,2,7,1,2014-07-27 13:15:43,2014-07-27 13:15:43
575,54,Layers and Boolean operations,1,5,1,2014-07-27 13:15:43,2014-07-27 13:15:43
576,54,Align and distribute objects,1,6,1,2014-07-27 13:15:43,2014-07-27 13:15:43
577,24,Generating Mesh using snappyHexMesh,2,8,1,2014-07-27 13:15:43,2014-07-27 13:15:43
578,54,Create and Format Text,1,7,7,2014-07-31 05:50:18,2014-07-31 05:50:18
579,54,Text tool features,1,8,7,2014-07-31 05:50:49,2014-07-31 05:50:49
580,58,Overview of Joomla,1,1,7,2014-07-31 08:57:38,2014-07-31 08:57:38
581,58,Installing Joomla on a local server,1,2,7,2014-07-31 10:24:25,2014-07-31 10:24:25
582,48,More on Redirection,2,21,7,2014-08-01 10:16:46,2014-08-01 10:16:46
583,48,Here document and Here string,2,22,7,2014-08-01 10:17:06,2014-08-20 06:50:02
584,54,Basics of Bezier Tool,1,9,7,2014-08-04 08:47:53,2014-09-24 11:41:13
585,54,Text Manipulation,1,10,7,2014-08-04 08:48:21,2014-09-24 11:41:25
586,59,Introduction to JChemPaint,1,1,7,2014-08-04 12:01:13,2014-08-28 05:16:57
587,42,Overview of GChemPaint,1,1,7,2014-08-04 12:01:53,2014-08-04 12:01:53
588,24,Installing and running Gmsh,2,10,7,2014-08-05 16:19:47,2015-01-06 08:32:06
589,60,Introduction to Python for Biologists,1,2,7,2014-08-05 18:24:11,2014-08-05 18:24:11
590,24,Creating and Meshing aerofoil in Gmsh,2,11,7,2014-08-07 02:49:12,2015-01-06 08:31:56
591,60,Manipulating Strings,1,3,7,2014-08-07 02:50:12,2014-08-07 02:50:12
592,51,ABT for Linux,1,2,7,2014-08-11 05:02:53,2014-08-11 05:02:53
593,51,ABT for Windows,1,3,7,2014-08-11 05:03:22,2014-08-11 05:03:22
594,60,Reading and Writing files,1,4,7,2014-08-11 11:01:38,2014-08-11 11:01:38
595,55,Overview of OpenModelica,1,1,7,2014-08-12 11:14:44,2016-02-15 02:18:46
596,55,Developing an equation-based model,1,5,7,2014-08-12 11:15:03,2016-12-16 06:07:39
597,55,Control flow and Event handling,1,6,7,2014-08-12 11:15:21,2016-12-16 06:07:50
598,58,Common mistakes and uninstalling Joomla,1,4,7,2014-08-21 13:27:32,2017-06-13 10:43:13
599,62,Introduction to K3b,1,1,7,2014-08-27 09:48:53,2014-08-27 09:48:53
600,62,Creating and burning CD DVD using K3b,1,2,1,2014-08-27 09:49:19,2014-08-28 06:32:09
601,59,Features of JChemPaint,2,1,7,2014-08-28 05:17:24,2014-08-28 05:17:24
602,59,Properties of JChemPaint,2,2,7,2014-08-28 05:17:45,2014-08-28 05:17:45
603,48,Using File Descriptors,2,9,7,2014-09-04 07:30:39,2014-09-04 07:30:39
604,61,Union and Typedef,1,2,7,2014-09-22 06:41:50,2014-09-22 06:46:20
605,61,Command line arguments in C,1,1,7,2014-09-22 06:46:06,2014-09-22 06:46:06
606,61,Storage class specifiers,1,3,7,2014-09-22 06:50:17,2014-09-22 06:50:17
607,61,Preprocessor directives,1,4,7,2014-09-22 06:52:08,2014-09-22 06:52:08
608,58,Creating Articles in Joomla,1,5,7,2014-09-24 02:08:38,2017-06-13 10:43:02
609,54,Overview of Inkscape,1,1,7,2014-09-24 11:40:40,2014-09-27 01:50:16
611,54,Create an A4 Poster,2,1,7,2014-10-17 11:10:44,2014-10-17 11:10:44
612,54,Create a 3-fold brochure,2,2,7,2014-10-17 11:11:06,2014-10-17 11:11:06
613,63,Introduction to LibreOffice Writer,1,1,7,2014-10-28 07:03:57,2014-10-28 07:03:57
614,63,Typing text and basic formatting,1,2,7,2014-10-28 07:04:15,2014-10-28 07:04:15
